"hash","name","slug","description","iconUrl","tier","itemType","itemTypeName","defense","power","recovery","mobility","resilience","attack","zoom","roundsPerMinute","impact","range","stability","magazine","reloadSpeed","handling","aimAssistance","recoilDirection"
4138317986,"Vanguard Kill Tracker","vanguard-kill-tracker","Allows your Ghost to track your kills against the City's enemies.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/2696e6ab458f4f1c0c3b60458009055a.png","Rare","Mod","Ghost Stat Tracker",,,,,,,,,,,,,,,,
4138415948,"Hand in Hand","hand-in-hand","This weapon was forged by Devrim Kay VIII for the survivors.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/fd43acca1548271b8e0ea8e8c4d75783.jpg","Common","Weapon","Shotgun",,28,,,,200,12,55,70,59,40,6,44,37,64,63
4138415949,"Ded Acumen II","ded-acumen-ii","Wisdom is the greatest power, the dearest treasure.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/cf6b499208789ffb51e8d7314a9ed427.jpg","Common","Weapon","Shotgun",,28,,,,200,12,90,65,42,37,7,57,62,40,42
4138415950,"Ded Nemoris II","ded-nemoris-ii","You will find your way out of this forest.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/00e73a3fdd4c8235b7dbb730c22d8d3e.jpg","Common","Weapon","Shotgun",,28,,,,200,12,45,80,28,22,5,34,28,23,47
4145119417,"Heart of Time","heart-of-time","""Perhaps it exists. Perhaps it does not. Either we shall find it, or we shall become it."" —Lakshmi-2","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/ccb367f32582d40eddc4fdc01f095aef.jpg","Legendary","Weapon","Pulse Rifle",,42,,,,300,40,90,70,52,48,4,43,44,60,71
4146107723,"","","",,"Basic","None","",,,,,,,,,,,,,,,,
4146729347,"Last Stand","last-stand","Improved weapon performance when its wielder is the last living member of a fireteam.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/f6430796fd294d0c3240523cd85e2fc5.png","Legendary","Mod","Trait",,,,,,,,,,,,,,,,
4160547565,"Kinetic Damage Mod","kinetic-damage-mod","Equip this to a weapon to change its rounds to Kinetic damage.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/6d13421214a794798619877c184e9036.jpg","Rare","Mod","Weapon Mod",,,,,,,,,,,,,,,,
4162497683,"","","",,"Basic","None","",,,,,,,,,,,,,,,,
4163227370,"Mobile Hunter Armor","mobile-hunter-armor","MOBILE HUNTER ARMOR\nImproved mobility.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/11d08f094b0f8b465e4e23592c47013b.png","Basic","Mod","Intrinsic",,,,0,0,,,,,,,,,,,
4172267910,"Adaptive Frame","adaptive-frame","Well-rounded and reliable. Use  to launch an uppercut attack.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/3918c0d04197cf7c1287e7ca386bfbfb.png","Exotic","Mod","Intrinsic",,,,,,,,,,,,,,,,
4174481098,"Steel Sybil Z-14","steel-sybil-z-14","""Everything I touch falls apart! I see the fragments on the floor!""\n\n""Well, isn't that a good thing? You know, if you're a sword?""","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/a517910fcae40a77ee3f432456bd81c4.jpg","Legendary","Weapon","Sword",46,42,,,,300,0,,62,46,,45,,,,
4177213117,"O Captain","o-captain","Investigate Failsafe's suspicion that her captain is still alive.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/45946ed7155e7ce228fc3aeb18e67cd6.jpg","None","None","",,,,,,,,,,,,,,,,
4179002916,"Mechanik 1.1","mechanik-11","""Get out of here, stalker."" — Traditional farewell in the Appalachian Dead Zone","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/e974fbb2b8d3fd3551a375c2e7230789.jpg","Common","Armor","Leg Armor",10,1,,1,,,,,,,,,,,,
4181708460,"Solar Impact Mod","solar-impact-mod","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/9f81a392e69d477d722b2690d765194f.jpg","Rare","Mod","Chest Armor Mod",,,,,,,,,,,,,,,,
4182480225,"Symposium Shield","symposium-shield","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/5a5e6484b26e45d4a0befa8f1b4e2260.jpg","Basic","Emblem","Emblem",,,,,,,,,,,,,,,,
4182480232,"Brick by Brick","brick-by-brick","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/5d9e23bbf3f48a2fe50889c70d033995.jpg","Basic","Emblem","Emblem",,,,,,,,,,,,,,,,
4182480233,"Planet of Peace","planet-of-peace","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/ba127a92c13cef64c11b803efeefef23.jpg","Legendary","Emblem","Emblem",,,,,,,,,,,,,,,,
4182480234,"Cutting Edge","cutting-edge","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/059fea9aa681511e36d00491e074b455.jpg","Basic","Emblem","Emblem",,,,,,,,,,,,,,,,
4182480235,"Hellspawn","hellspawn","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/584d22714189291b96b189f297c67deb.jpg","Basic","Emblem","Emblem",,,,,,,,,,,,,,,,
4182480236,"Sign of Mutual Combat","sign-of-mutual-combat","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/db7235485677701b1815ea8197bc590a.jpg","Basic","Emblem","Emblem",,,,,,,,,,,,,,,,
4182480237,"Silicon Frontier","silicon-frontier","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/3cf7d16f507849e868b8c1f7912b5033.jpg","Basic","Emblem","Emblem",,,,,,,,,,,,,,,,
4182480238,"Wish-Granter","wish-granter","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/309bfe5e5babae2d2d60ceda661e15f8.jpg","Legendary","Emblem","Emblem",,,,,,,,,,,,,,,,
4182480239,"Vigilant Console","vigilant-console","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/7b0caba31ffd3c5b6dade104d8fab449.jpg","Basic","Emblem","Emblem",,,,,,,,,,,,,,,,
4182783492,"Trials Gear","trials-gear","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/c5aaa060c6441d871693a38bd73dee9f.png","None","None","",,,,,,,,,,,,,,,,
4185329920,"Trials of the Nine","trials-of-the-nine","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/3527dfc111e2dd5a3dd02644a80f9d9c.png","None","Quest","Quest",,,,,,,,,,,,,,,,
4185329921,"Trials of the Nine","trials-of-the-nine","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/3527dfc111e2dd5a3dd02644a80f9d9c.png","None","Quest","Quest",,,,,,,,,,,,,,,,
4185329922,"Trials of the Nine","trials-of-the-nine","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/3527dfc111e2dd5a3dd02644a80f9d9c.png","None","Quest","Quest",,,,,,,,,,,,,,,,
4185329927,"Trials of the Nine","trials-of-the-nine","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/3527dfc111e2dd5a3dd02644a80f9d9c.png","None","Quest","Quest",,,,,,,,,,,,,,,,
4187524534,"Don the Hat","don-the-hat","Different people celebrate in different ways.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/f1334f141f3b21cb63822c353508038e.jpg","Rare","None","Emote",,,,,,,,,,,,,,,,
4190156464,"Merciless","merciless","Entropy is inevitable.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/67fa7a1a1535515ccc482da4d30a08c9.jpg","Exotic","Weapon","Fusion Rifle",,42,,,,300,15,,75,45,39,8,49,0,,0
4190289764,"Challenges","challenges","Complete 3 challenges in any activity.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/c78c087bbbded51f16a8d00ecedd4ffe.png","None","None","",,,,,,,,,,,,,,,,
4193877020,"Does Not Compute","does-not-compute","The engineers aren't ready for us.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/a07827c1be2680cb70f5fd6086aacf52.jpg","Legendary","Weapon","Scout Rifle",,42,,,,300,21,150,67,64,24,12,43,35,39,80
4195519897,"Refugee Cloak","refugee-cloak","Time to embrace humbleness.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/27c26892d3ce93a0aecad6d52d31716a.jpg","Basic","Armor","Hunter Cloak",10,42,,1,,,,,,,,,,,,
4198375581,"Survivalist Hunter Armor","survivalist-hunter-armor","SURVIVALIST HUNTER ARMOR\nImproved recovery.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/3e2220fefcae913b002b896271dadcf2.png","Basic","Mod","Intrinsic",,,0,0,,,,,,,,,,,,
4199920776,"The Red War","the-red-war","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/33144b4bb0c95a732763666032aed85b.png","None","Quest","Quest",,,,,,,,,,,,,,,,
4200817316,"Mark of the Renegade","mark-of-the-renegade","Protect those who seek protection. Give them a home.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/fbf141c5880b428f95e19e711ef8c4a6.jpg","Basic","Armor","Titan Mark",10,0,,1,,,,,,,,,,,,
4201515634,"","","",,"Basic","None","",,,,,,,,,,,,,,,,
4207478320,"Weapon Attack Mod","weapon-attack-mod","Equip this to a Kinetic or Exotic weapon to increase its Attack value.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/0d6138ceac65a8084bb4290bf433b17e.jpg","Legendary","Mod","Weapon Mod",,,,,,,,,,,,,,,,
4209989366,"Amplitude/PT","amplitudept","Nothing exists which can't be broken down into constituent parts.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/9cbc2fc81ad4d87d66a17a9b9e6a1d20.jpg","Legendary","None","Ship",,,,,,,,,,,,,,,,
4209989367,"Cartesian/KO","cartesianko","Odyssey-class refit. Someday it'll all make sense.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/431434f8404b78581040f3798576aa0e.jpg","Legendary","None","Ship",,,,,,,,,,,,,,,,
4209989368,"Takanome Wings","takanome-wings","""Follow the blue flowers to the City. And know that even if the planter is dead, they still watch over you."" —Ayane Takanome","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/02516b8d487672d6feb32165492184f3.jpg","Exotic","None","Ship",,,,,,,,,,,,,,,,
4209989369,"Absolute/MN","absolutemn","Odyssey-class refit. Better than the sum of its parts.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/7e2d4ae0213923955b25f3b169abccd9.jpg","Legendary","None","Ship",,,,,,,,,,,,,,,,
4209989370,"Captain Nemo","captain-nemo","Nobody ventured farther.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/83d77563d022c984d342cb139622cac5.jpg","Legendary","None","Ship",,,,,,,,,,,,,,,,
4209989371,"Alexandria","alexandria","Light a torch for the wanderers, that they may find their way back.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/d8fa857b34c04d64c94d1915b6b03089.jpg","Legendary","None","Ship",,,,,,,,,,,,,,,,
4209989372,"Dead Fall","dead-fall","The engines on this Nautilus-class retrofit were pulled from a much larger craft.  Maximum thrust is not recommended.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/cbddd7dca1cfef9a077b3021f24be892.jpg","Legendary","None","Ship",,,,,,,,,,,,,,,,
4209989373,"Sojourner","sojourner","Retrofitted Nautilus-class for long jaunts from Earth… or farther, if you decide to never come home again.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/450bbac027f5c75d9cd77260f841e675.jpg","Legendary","None","Ship",,,,,,,,,,,,,,,,
4209989374,"Nautilus Zero","nautilus-zero","A standard issue, Nautilus-class jumpship. Perfect for explorers and wanderers.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/db2130fcf3cbd4ea723c568a0d48710d.jpg","Common","None","Ship",,,,,,,,,,,,,,,,
4209989375,"Odyssey Zero","odyssey-zero","A standard issue, Odyssey-class jumpship. Perfect for explorers and wanderers.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/c4d04decc3acc1e4b35807fdb086796a.jpg","Common","None","Ship",,,,,,,,,,,,,,,,
4210530048,"Arc Ordnance Mod","arc-ordnance-mod","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/01f976f30cc520dbc02f4408748c105b.jpg","Legendary","Mod","Chest Armor Mod",,,,,,,,,,,,,,,,
4212410112,"Order of Assassins","order-of-assassins","",,"Basic","Emblem","Emblem",,,,,,,,,,,,,,,,
4218477208,"Melted Hand Cannon","melted-hand-cannon","Return to the Traveler's Shard in the EDZ to activate your Subclass.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/12a72cfa7cd8b142e5c720c5dc2c8e28.png","Basic","None","Hunter Relic",,,,,,,,,,,,,,,,
4218477209,"Melted Hand Cannon","melted-hand-cannon","Rekindle your lost abilities by defeating enemies and fighting alongside fellow Guardians in Public Events.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/12a72cfa7cd8b142e5c720c5dc2c8e28.png","Basic","None","Hunter Relic",,,,,,,,,,,,,,,,
4221925398,"Cup-Bearer SA/2","cup-bearer-sa2","Drink deep from the cup of destruction.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/a3435b1249ce4dc24677ae8052e3d0b5.jpg","Rare","Weapon","Rocket Launcher",,42,,,,300,20,20,,,42,1,44,43,55,53
4221925399,"Reginar-B","reginar-b","You stand at the head of the army.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/dcda066d8a67b78ee5aa06f1ccd1e207.jpg","Rare","Weapon","Rocket Launcher",,42,,,,300,20,10,,,42,1,42,23,25,49
4223882778,"Shoulder Dance","shoulder-dance","It's not a tricky one.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/82ac6afb2f7ffcb0d4a6a7456ae44a73.jpg","Legendary","None","Emote",,,,,,,,,,,,,,,,
4224076198,"Frumious Grips","frumious-grips","It makes perfect sense to you. And that's all that matters.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/a27ca0107eb05864a14b50e6b95eaf4a.jpg","Legendary","Armor","Gauntlets",300,42,,,,,,,,,,,,,,
4225060887,"","","",,"Basic","None","",,,,,,,,,,,,,,,,
4226000705,"Strikes Challenges","strikes-challenges","Complete 3 Strikes challenges.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/c78c087bbbded51f16a8d00ecedd4ffe.png","None","None","",,,,,,,,,,,,,,,,
4229869909,"Ascendant Artichoke","ascendant-artichoke","""Apparently, Cayde thought it necessary to expose this extremely rare vegetable to a Hive summoning ritual."" —Ghost","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/b208ae83eed07ded6e6674fd687580e2.jpg","Basic","None","Cayde's Odds and Ends",,,,,,,,,,,,,,,,
4231800762,"Lighting the Dark","lighting-the-dark","Find the Methane Reactor to end the Arcology's power shortages.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/e6e4c5e03ffbe8a8982a1d78787df1a2.jpg","None","None","",,,,,,,,,,,,,,,,
4232174818,"Focusing Boots","focusing-boots","""For one who seek to be everywhere at once."" —Emissary of the Nine","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/169ac3b4935653e2b8f7535ebade887f.jpg","Legendary","Armor","Leg Armor",200,23,,,,,,,,,,,,,,
4232174819,"Flowing Treads","flowing-treads","""For those who seek to be elsewhere."" —Emissary of the Nine","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/6f087cb18d27c440b755bb929df8e4e5.jpg","Legendary","Armor","Leg Armor",300,35,,,,,,,,,,,,,,
4233138693,"Base Launch Tube","base-launch-tube","Original manufacturer's launcher barrel, with no modifications.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/561a5efb4bc943a246b15b97fc7d5a25.png","Legendary","Mod","Launcher Barrel",,,,,,,,,,,,,,,,
4236694804,"Under Construction","under-construction","Equip this Weapon Ornament to change the appearance of Tractor Cannon.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/9a4fc73b09e28a52868c16decab87fa3.jpg","Exotic","Mod","Weapon Ornament",,,,,,,,,,,,,,,,
4239233351,"Meditations","meditations","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/51b6c468a2aa7798ac34c55ff6fa6f03.png","None","Quest","Quest",,,,,,,,,,,,,,,,
4240654463,"Always a Hero","always-a-hero","Return once more to the Leviathan and complete the raid on Prestige difficulty.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/e24b8ce76e30dbf091e82ec59c67072c.jpg","Legendary","QuestStep","Quest Step",,,,,,,,,,,,,,,,
4242592192,"Give Them War","give-them-war","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/0a56b87102ce05faf17f6452241c614d.jpg","Legendary","Emblem","Emblem",,,,,,,,,,,,,,,,
4242592193,"One Path to Victory","one-path-to-victory","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/ca0c018e9634f8d603691cb891bab008.jpg","Legendary","Emblem","Emblem",,,,,,,,,,,,,,,,
4242592195,"Fight Forever","fight-forever","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/bf2179f602cd3a6eed551a2cd0e5a029.jpg","Legendary","Emblem","Emblem",,,,,,,,,,,,,,,,
4248210736,"Default Shader","default-shader","Restores your gear to its default colors.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/272ee6ab47eda2f7eef1ea7f1ad409e1.png","Basic","Mod","Restore Defaults",,,,,,,,,,,,,,,,
4248632159,"Frumious Mask","frumious-mask","You put the ""snicker"" in ""snicker-snack.""","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/d9bf5a9b5e0f353a775ccdd4e2643795.jpg","Legendary","Armor","Helmet",300,35,,,,,,,,,,,,,,
4250974340,"New Monarchy Armor","new-monarchy-armor","Armor obtained by working with New Monarchy to strengthen the Last City.",,"Legendary","None","Armor Set",,,,,,,,,,,,,,,,
4252280581,"Vanguard Tactician Armor","vanguard-tactician-armor","Armor obtained by carrying out special operations for Zavala.",,"Legendary","None","Armor Set",,,,,,,,,,,,,,,,
4253802885,"","","",,"Basic","None","",,,,,,,,,,,,,,,,
4255268456,"Skyburner's Oath","skyburners-oath","The inscription, written in a Cabal dialect, reads: ""Victory or death!""","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/aadefa772760c120181b082a07d92761.jpg","Exotic","Weapon","Scout Rifle",,42,,,,300,20,200,60,46,55,15,55,37,80,100
4258704672,"Cabal Arrival","cabal-arrival","Modifications for your ship's transmat systems so you'll always arrive in style.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/b019468948a6e919e8d61e6447e12b54.jpg","Legendary","Mod","Transmat Effect",,,,,,,,,,,,,,,,
4258704673,"Vex Arrival","vex-arrival","Modifications for your ship's transmat systems so you'll always arrive in style.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/55af6cf5b66a0e675baaf99e608f9ea4.jpg","Legendary","Mod","Transmat Effect",,,,,,,,,,,,,,,,
4258704674,"Taken Arrival","taken-arrival","Modifications for your ship's transmat systems so you'll always arrive in style.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/1f56c11365861ed85b33bbd3183c5f64.jpg","Legendary","Mod","Transmat Effect",,,,,,,,,,,,,,,,
4258704675,"Hive Arrival","hive-arrival","Modifications for your ship's transmat systems so you'll always arrive in style.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/b58f40d5a7b8fdcf96d920b599cc5315.jpg","Legendary","Mod","Transmat Effect",,,,,,,,,,,,,,,,
4258704676,"Fallen Arrival","fallen-arrival","Modifications for your ship's transmat systems so you'll always arrive in style.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/07dff624b4b318489e012e7c78d66b0e.jpg","Legendary","Mod","Transmat Effect",,,,,,,,,,,,,,,,
4259401308,"Fitted Stock","fitted-stock","This stock makes the weapon stable but heavy\n  •  Increases stability\n  •  Moderately controls recoil\n  •  Slightly decreases handling speed","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/7dfa4bedf7decd87d784c061543f54f3.png","Legendary","Mod","Stock",,,,,,,,,,,,,,,,
4260479751,"","","",,"Basic","None","",,,,,,,,,,,,,,,,
4260641457,"Vex Energy Core","vex-energy-core","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/b8518f0c652e496bbaf8e2d3f405999e.jpg","Basic","None","",,,,,,,,,,,,,,,,
4260919524,"Mark 15 Lens","mark-15-lens","Ocular sights. Long zoom.\n  •  Greatly increases range \n  •  Decreases handling speed","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/51dbd3b9ee1c8a04ce4c80fa3e1a99ab.png","Legendary","Mod","Scope",,,,,,,,,,,,,,,,
4260919525,"Mark 10 Glass","mark-10-glass","Ocular sights. Long zoom. \n  •  Increases range\n  •  Slightly decreases handling speed","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/51dbd3b9ee1c8a04ce4c80fa3e1a99ab.png","Legendary","Mod","Scope",,,,,,,,,,,,,,,,
4264313515,"A Frame Job","a-frame-job","Travel deep into enemy territory, ambush the Red Legion, and trick them into retaliating against the Fallen.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/8f0b3ad3f7ab80c31dd83f7de3e5cbf8.jpg","Basic","None","",,,,,,,,,,,,,,,,
4264340036,"Legendary Gear","legendary-gear","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/e19acad46bd4d02a3e6d1a007f3df3bb.jpg","Legendary","None","",,,,,,,,,,,,,,,,
4265778716,"Random Mod","random-mod","Purchase a random weapon or armor mod.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/2e5b10642a53ebc43453a3150e36bea3.jpg","Basic","None","",,,,,,,,,,,,,,,,
4267945040,"Full Auto Trigger System","full-auto-trigger-system","Holding down the trigger will fire this weapon at full auto.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/d610c0ec3900259f652d98709e2d3c4d.png","Legendary","Mod","Trait",,,,,,,,,,,,,,,,
4274600901,"","","",,"Basic","None","",,,,,,,,,,,,,,,,
4274638705,"Exotic Gear","exotic-gear","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/4df8f138ca61abbbcf9c7f78ac745cf9.jpg","Exotic","None","",,,,,,,,,,,,,,,,
4284305242,"Young Ahamkara's Spine","young-ahamkaras-spine","Give me your arm, oh bearer mine. Let me help you fill the world with teeth.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/e7ccbff166a5a543df4f475f69f3ebf8.jpg","Exotic","Armor","Gauntlets",300,28,1,,1,,,,,,,,,,,
4284305243,"Mechaneer's Tricksleeves","mechaneers-tricksleeves","""This won't end well for one of us. And darling, it won't be me."" —Self-styled ""Lady"" Olu Alderdice","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/a11c0abd3b5a9d9ac128ff37aec61425.jpg","Exotic","Armor","Gauntlets",300,35,,2,,,,,,,,,,,,
4285708584,"Ego Talon Bond","ego-talon-bond","""You will find the nightmares grow worse. Thankfully, you no longer have need of sleep."" —Gallida Tuyet","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/f855abb5afcec223c3cd8ce065d5c5e3.jpg","Legendary","Armor","Warlock Bond",300,28,,,,,,,,,,,,,,
4287983117,"Void Weapon Analyzer","void-weapon-analyzer","Generate Gunsmith telemetry data on Void weapon kills.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/452755cd6b43df2ce91410da74df9f79.png","Basic","Mod","Ghost Module",,,,,,,,,,,,,,,,
4288395850,"Cloak of Retelling","cloak-of-retelling","""In time all this will be myth, confused and glorious. The details matter less than those who tell it.""","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/3f64ee9c46728018238ad076414cb7d1.jpg","Rare","Armor","Hunter Cloak",300,28,,,,,,,,,,,,,,
4291922223,"Meditations","meditations","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/51b6c468a2aa7798ac34c55ff6fa6f03.png","None","Quest","Quest",,,,,,,,,,,,,,,,
423789,"Mythos Hack 4.1","mythos-hack-41","PARADISE LOST: A group of castaways seek to overthrow the divine order.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/47849b754551cc0f4f03acd7554882eb.jpg","Rare","Armor","Gauntlets",300,35,,,,,,,,,,,,,,
4425887,"The Time-Worn Spire","the-time-worn-spire","Forged in honor of Silimar, and persistence in the face of impossible odds.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/51f5300552a038079eaec00278f04a74.jpg","Legendary","Weapon","Pulse Rifle",,42,,,,300,17,540,23,33,54,37,37,33,79,60
10307688,"Wildwood Plate","wildwood-plate","""Perhaps we can take it back. You know? Perhaps the Farm can be another City."" —Devrim Kay","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/e53c9d114dc2cdc15bd75ab84dae744b.jpg","Legendary","Armor","Chest Armor",300,35,,,,,,,,,,,,,,
11686456,"Dreamer's Cloak","dreamers-cloak","""Without Light to sustain it, this body of mine cannot make the pilgrimage to the Shard. But you can."" —Tyra Karn","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/27c26892d3ce93a0aecad6d52d31716a.jpg","Basic","Armor","Hunter Cloak",21,21,,,,,,,,,,,,,,
11686457,"Unethical Experiments Cloak","unethical-experiments-cloak","""I've seen experiments like this before. My crew.... I don't want to talk about it."" —Failsafe","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/af6623ba957d1481fd1e01eaee424f6b.jpg","Rare","Armor","Hunter Cloak",0,0,,,,,,,,,,,,,,
11686458,"Orobas Vectura Cloak","orobas-vectura-cloak","""You made the right choice. I think. Either way, I'm on your side."" —Ghost","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/af6623ba957d1481fd1e01eaee424f6b.jpg","Rare","Armor","Hunter Cloak",0,0,,,,,,,,,,,,,,
13719069,"Atgeir Mark","atgeir-mark","In wars of ancient myth, the fire of great birds guarded the warriors below.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/5eb4f5c2eab9332c61c88f0e47710c76.jpg","Common","Armor","Titan Mark",10,0,,1,,,,,,,,,,,,
13792278,"Hitmark IS","hitmark-is","Agile sight. Short zoom. \n  •  Greatly increases handling speed\n  •  Slightly increases range","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/7c869dedb1c871cfd386edcf01123684.png","Legendary","Mod","Sight",,,,,,,,,,,,,,,,
13792279,"Cleanshot IS","cleanshot-is","Snapshot sight. Short zoom.\n  •  Increases handling speed\n  •  Slightly increases range","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/5585bce5b4a51406ac81f8f808bfe297.png","Legendary","Mod","Sight",,,,,,,,,,,,,,,,
16277432,"Honors of the Nine","honors-of-the-nine","Apply this shader to change the color of your gear.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/8d7dd866280b5f0409049ef10db17651.jpg","Legendary","Mod","Shader",,,,,,,,,,,,,,,,
16277433,"Gift of the Nine","gift-of-the-nine","Apply this shader to change the color of your gear.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/589ccc3fcf77c85fa869bc5b973d181a.jpg","Legendary","Mod","Shader",,,,,,,,,,,,,,,,
17240750,"Runed Tablet","runed-tablet","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/e5fdb8cfbbe8add67576b22f4681a3dd.jpg","Basic","None","",,,,,,,,,,,,,,,,
